locus_tag,old_locus_tag,mist_product,mist_ranks,mist_dna_binding_domains,mist_input_domains,mist_output_domains,mist_signal_gene_id,mist_gene_id,genome_version,genome_name,taxonomy_id,selection,retrieved_at_utc
PA0032,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32460400,1069048,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4363,,chromosome replication initiation inhibitor protein,ocp,HTH_1,LysR_substrate,HTH_1,32459850,1073465,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4381,,two-component response regulator,tcp|rr,Trans_reg_C,,Trans_reg_C,32459847,1073483,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4436,,transcriptional regulator,ocp,HTH_18,,HTH_18,32459844,1073540,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4493,,DNA-binding response regulator RoxR,tcp|rr,HTH_8,,HTH_8,32459843,1073598,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4499,,transcriptional regulator,ocp,HTH_31,Cupin_2,HTH_31,32459841,1073604,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4508,,transcriptional regulator,ocp,HTH_24,AsnC_trans_reg,HTH_24,32459883,1073613,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4547,,two-component response regulator PilR,tcp|rr,HTH_8,,HTH_8,32459838,1073656,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4659,,transcriptional regulator,ocp,MerR_1,,MerR_1,32459815,1073771,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4674,,hypothetical protein,ocp,HTH_3,,HTH_3,32459814,1073788,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4764,,ferric uptake regulation protein,ocp,FUR,,FUR,32459811,1073893,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4769,,transcriptional regulator,ocp,GntR,FCD,GntR,32459810,1073898,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4776,,two-component regulator system response regulator PmrA,tcp|rr,Trans_reg_C,,Trans_reg_C,32459809,1073905,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4778,,protein CueR,ocp,MerR|MerR-DNA-bind,,MerR|MerR-DNA-bind,32459807,1073907,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4784,,transcriptional regulator,ocp,HTH_24,AsnC_trans_reg,HTH_24,32459805,1073913,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4787,,transcriptional regulator,ocp,HTH_18,Arabinose_bd,HTH_18,32459804,1073916,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4806,,transcriptional regulator,ocp,GerE,,GerE,32459803,1073936,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4831,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459802,1073961,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4853,,Fis family transcriptional regulator,ocp,HTH_8,,HTH_8,32459798,1073983,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4878,,transcriptional regulator,ocp,MerR_1,Cass2,MerR_1,32459796,1074008,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4885,,two-component response regulator,tcp|rr,Trans_reg_C,,Trans_reg_C,32459795,1074015,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4890,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459793,1074020,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4896,,RNA polymerase sigma factor,ecf,Sigma70_r2|Sigma70_r4_2,,Sigma70_r2|Sigma70_r4_2,32459792,1074026,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4902,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459791,1074032,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4906,,transcriptional regulator,ocp,GntR,FCD,GntR,32459790,1074036,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4914,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459789,1074044,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4937,,exoribonuclease R,ocp,HTH_12,RNB,HTH_12,32459786,1074067,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4983,,two-component response regulator,tcp|rr,Trans_reg_C,,Trans_reg_C,32459831,1074115,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4984,,transcriptional regulator,ocp,TetR_N,TetR_C_6,TetR_N,32459830,1074116,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4987,,transcriptional regulator,ocp,HTH_3,Cupin_2,HTH_3,32459829,1074119,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA4989,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459828,1074121,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5029,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459824,1074161,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5032,,transcriptional regulator,ocp,HTH_18,Arabinose_bd,HTH_18,32459823,1074164,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5059,,transcriptional regulator,ocp,TetR_N,,TetR_N,32459822,1074191,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5085,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459820,1074217,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5105,,histidine utilization repressor HutC,ocp,GntR,UTRA,GntR,32459819,1074236,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5116,,transcriptional regulator,ocp,MerR_1,,MerR_1,32459818,1074247,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5125,,two-component response regulator NtrC,tcp|rr,HTH_8,,HTH_8,32459816,1074256,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5157,,transcriptional regulator,ocp,MarR,,MarR,32459785,1074289,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5166,,two-component response regulator,tcp|rr,HTH_8,,HTH_8,32459783,1074299,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5179,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459782,1074312,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5189,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459780,1074324,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5200,,osmolarity response regulator,tcp|rr,Trans_reg_C,,Trans_reg_C,32459778,1074335,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5218,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459777,1074353,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5261,,alginate biosynthesis regulatory protein AlgR,tcp|rr,LytTR,,LytTR,32459776,1074398,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5283,,transcriptional regulator,ocp,GntR,Aminotran_1_2,GntR,32459775,1074420,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5293,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459774,1074430,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5301,,transcriptional regulator,ocp,HTH_3,Cupin_2,HTH_3,32459772,1074438,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5308,,leucine-responsive regulatory protein,ocp,HTH_24,AsnC_trans_reg,HTH_24,32459771,1074445,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5324,,transcriptional regulator,ocp,HTH_18,Arabinose_bd,HTH_18,32459770,1074462,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5342,,transcriptional regulator,ocp,HTH_18,AraC_binding,HTH_18,32459769,1074480,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5344,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459801,1074482,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5356,,DNA-binding transcriptional regulator GlcC,ocp,GntR,FCD,GntR,32459768,1074494,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5360,,two-component response regulator PhoB,tcp|rr,Trans_reg_C,,Trans_reg_C,32459767,1074498,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5374,,BetI family transcriptional regulator,ocp,TetR_N,TetR_C_6,TetR_N,32459764,1074517,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5380,,protein GbdR,ocp,HTH_18,DJ-1_PfpI,HTH_18,32459763,1074523,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5382,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459762,1074525,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5389,,CdhR family transcriptional regulator,ocp,HTH_18,DJ-1_PfpI,HTH_18,32459761,1074532,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5403,,transcriptional regulator,ocp,HTH_26,,HTH_26,32459760,1074546,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5428,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459759,1074571,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5431,,transcriptional regulator,ocp,GntR,Aminotran_1_2,GntR,32459758,1074574,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5437,,transcriptional regulator,ocp,HTH_1,LysR_substrate,HTH_1,32459757,1074580,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5438,,transcriptional regulator,ocp,HTH_6,SIS,HTH_6,32459756,1074582,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5483,,two-component response regulator AlgB,tcp|rr,HTH_8,,HTH_8,32459754,1074626,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5499,,transcriptional regulator,ocp,FUR,,FUR,32459751,1074642,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5506,,hypothetical protein,ocp,HTH_6,SIS,HTH_6,32459750,1074649,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5511,,DNA-binding response regulator MifR,tcp|rr,HTH_8,,HTH_8,32459749,1074654,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5525,,transcriptional regulator,ocp,GntR,FCD,GntR,32459747,1074668,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
PA5550,,GlmR transcriptional regulator,ocp,HTH_DeoR,DeoRC,HTH_DeoR,32459746,1074693,GCF_000006765.1,Pseudomonas aeruginosa PAO1,208964,kind=output; function=DNA binding,2026-09-11T07:49:55+00:00
